User Name,Playlist Name,Track Name
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Sad slowed songs,    𝚊𝚗𝚑 𝚖𝚞𝚘𝚗 𝚗𝚐𝚑𝚎 𝚐𝚒𝚘𝚗𝚐 𝚎𝚖 𝚗𝚘𝚒_𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Sad slowed songs,    𝚊𝚗𝚑 𝚝𝚊 𝚋𝚘 𝚎𝚖 𝚛𝚘𝚒_𝙷𝚞𝚘𝚗𝚐 𝙶𝚒𝚊𝚗𝚐 (𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋)  
dpq=)),None,None
MINT,None,None
punnas,chill😪🤗,    Xứng Đôi Cưới Thôi - Lê Thiện Hiếu  
punnas,chill😪🤗,    (Full) Bất Lực - Nguyễn Trọng Tài (Edit)  
punnas,chill😪🤗,    PC - Như Anh Mơ (Prod. By Momo) [Official MV]  
punnas,chill😪🤗,"    Già Cùng Nhau Là Được - TeA, PCGL  "
punnas,chill😪🤗,    Tofu - Hương Trấu ft 2Can  
punnas,lit tune😪,    Hơi Ảo #7  
punnas,lit tune😪,    Hơi Ảo #6  
punnas,lit tune😪,    XANGUTNGAN  
punnas,lit tune😪,    Nhạc Phẩm: Trú Mưa × Stay (intrustrumental) - lillook'  
punnas,lit tune😪,    Tình Yêu Ngủ Quên x 34+35 ( Hơi Ảo Edit ) - Hoàng Tôn x LyHan x Ariana Grande  
punnas,hightlight👿,    montero (call me by your name)[satan's extended version] - lil nas x (slowed + reverb)  
punnas,hightlight👿,    Sub Urban & Bella Poarch - INFERNO (Gusttavo Jorge Remix)  
punnas,hightlight👿,    The Weeknd - Blinding lights (Lee Wright Remake)  
punnas,hightlight👿,    Lil Nas X - Industry Baby but without Jack Harlow  
punnas,hightlight👿,    Bella Poarch - Build a B*tch (Male Version)  
JUUN D,None,None
VeeTee,None,None
"Vũ,",None,None
lóuse,None,None
Shiraz,None,None
tad,None,None
LV,None,None
G A N G $,None,None
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Remix slowed songs,    𝚈𝚎𝚞 5_𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Remix slowed songs,    𝚃𝚞𝚘𝚗𝚐 𝚀𝚞𝚊𝚗_𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Remix slowed songs,    𝚃𝚞𝚢 𝙰𝚖_𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Sad slowed songs,    𝚃𝚑𝚊𝚗𝚐 𝚍𝚒𝚎𝚗_𝙹𝚞𝚜𝚝𝚊𝚃𝚎𝚎 (𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋)  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Sad slowed songs,    𝙲𝚘 𝚗𝚑𝚞 𝚔𝚑𝚘𝚗𝚐 𝚌𝚘_𝙷𝚒𝚎𝚗 𝙷𝚘 (𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋)  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Sad slowed songs,    𝚌𝚑𝚊𝚖 𝚔𝚑𝚎 𝚝𝚒𝚖 𝚊𝚗𝚑 𝚖𝚘𝚝 𝚌𝚑𝚞𝚝 𝚝𝚑𝚘𝚒_𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Sad slowed songs,    𝚊𝚗𝚑 𝚖𝚞𝚘𝚗 𝚗𝚐𝚑𝚎 𝚐𝚒𝚘𝚗𝚐 𝚎𝚖 𝚗𝚘𝚒_𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋  
𝚒 𝚑𝚊𝚟𝚎 𝚊 𝚜𝚕𝚘𝚠𝚎𝚍 𝚜𝚘𝚗𝚐,Sad slowed songs,    𝚊𝚗𝚑 𝚝𝚊 𝚋𝚘 𝚎𝚖 𝚛𝚘𝚒_𝙷𝚞𝚘𝚗𝚐 𝙶𝚒𝚊𝚗𝚐 (𝚜𝚕𝚘𝚠𝚎𝚍+𝚛𝚎𝚟𝚎𝚛𝚋)  
Gia Cát Thạch,None,None
Nan Kohsoom Ho,km,    XE ĐẠP (CM1X Lofi Ver.)  -  Charles  
Nan Kohsoom Ho,km,    Phải Là Yêu - HIEUTHUHAI  
Nan Kohsoom Ho,km,    Bồ em - Dính  
Nan Kohsoom Ho,km,    Thật Lòng - Đào Bá Lộc  
Nan Kohsoom Ho,km,    Thật Tâm Em Rất Yêu Anh - Đào Bá Lộc  
Nan Kohsoom Ho,prince,"    ยังคู่กัน (Still Together)Ost.เพราะเรา(ยัง)คู่กัน Still 2gether - ไบร์ท วชิรวิชญ์, วิน เมธวิน  "
Nan Kohsoom Ho,prince,    Kan Gooคั่นกู - Bright Vachirawitไบร์ท วชิรวิชญ์ (ost 2Gether The Series)  
Nan Kohsoom Ho,prince,    พบเพื่อจาก...รักเพื่อลา (Ost. Until We Meet Again The Series)- Boy Sompob  
Nan Kohsoom Ho,prince,    I Found You (Ost. Until We Meet Again The Series) - Dome Jaruwat  
Nan Kohsoom Ho,prince,    หรือเราเคยพบกัน (Ost. Until We Meet Again The Series) - บุ๋น นพณัฐ กันทะชัย  
Rum,None,None
"Vũ,",None,None
Khoa Vũ,Motion Picture Soundtracks,"    Highlands Coffee - Mừng 300 Quán, Trăm Chuyện Đậm Đà  "
Khoa Vũ,Motion Picture Soundtracks,    GrabFood - Đừng Bỏ Bữa  
Khoa Vũ,Covers,    Mỹ Tâm - Người Hãy Quên Em Đi (bossa version by Khoa Vũ)  
Khoa Vũ,Covers,    Bích Phương - Bùa Yêu (piano version by Khoa Vũ)  
Khoa Vũ,Covers,    Lê Cát Trọng Lý - Ta Hứa Sẽ Nhận Ra (orchestra version by Khoa Vũ)  
Khoa Vũ,Covers,    Gửi Anh Xa Nhớ - Bích Phương (piano version by Khoa Vũ)  
Khoa Vũ,Covers,    Tâm Sự Với Người Lạ - Tiên Cookie (piano version by Khoa Vũ)  
Khoa Vũ,Collaborations,    TRANG - Giữ Cho Em Một Thế Giới (prod. by Khoa Vũ)  
Khoa Vũ,Collaborations,    Một Ngày Như Hôm Nay - Khoa Vu x Hai Sam  
Khoa Vũ,Collaborations,    CARA - Làm Sao Em Biết Em Buồn (composed by TRANG/produced by Khoa Vũ)  
Khoa Vũ,Collaborations,    Chiếc Bụng Đói - Tiên Cookie ft. Thanh Ngân (prod. by Khoa Vũ)  
Khoa Vũ,Collaborations,    Hà Nội Ở Sài Gòn - TRANG x Khoa Vũ  
Khoa Vũ,Original Songs,    Midnight Wanderers  
Khoa Vũ,Original Songs,    See You On The Horizon  
Khoa Vũ,Original Songs,    22  
Khoa Vũ,Original Songs,    The Falling Rain (with the orchestra)  
Khoa Vũ,Original Songs,    Time Machine (Original)  
Ronniboi,Sounds,"    I have to go, she said  "
Ronniboi,Sounds,    Love is in the air  
Ronniboi,Sounds,    Springtime  
Ronniboi,Sounds,    Moonlight  
Ronniboi,Sounds,    night stars  
Ronniboi,Ronniboi x JayV,    Beo Dat May Troi remix - Ronniboi and JayV  
Ronniboi,Ronniboi x JayV,    Butterflies (feat. JayV)  
Ronniboi,Ronniboi x JayV,    Another Chance (feat. JayV)  
Ronniboi,Ronniboi x JayV,    Crazy for you (feat. JayV)  
Ronniboi,Ronniboi x JayV,    If She Knows - JayV x RonniBoi  
Ronniboi,People,    People  
Ronniboi,People,    People 2  
Liam,Chill with Liam,    Dominic Chin - BETTER  
Liam,Chill with Liam,    NIve X Sam Kim (니브 X 샘김) - Like A Fool  
Liam,Chill with Liam,    Crush(크러쉬) & Pink Sweat$ - I Wanna Be Yours (Cover)  
Liam,Chill with Liam,    bad habits  
Liam,Chill with Liam,    Around You (feat. Resat Taser)  
Decabroda Music Vietnam,Decabroda Releases,    MaxJack - Nothing You Can Do  
Decabroda Music Vietnam,Decabroda Releases,    North Rebellion - Leaving  
Decabroda Music Vietnam,Decabroda Releases,    Lador ft. MAI - Luon Vuituoi  
Decabroda Music Vietnam,Decabroda Releases,"    EXABiOS, Lador, Smile - Butterfly  "
Decabroda Music Vietnam,Decabroda Releases,    MaxJack - Hold On  
Decabroda Music Vietnam,Deca Lofi,    khánh. - are you comin' home?  
Decabroda Music Vietnam,Deca Lofi,    khánh. - chờ em chốn hoa vàng cũ  
Decabroda Music Vietnam,Deca Lofi,    khánh. - anh sẽ gặp lại em vào ngày trời hửng nắng  
Decabroda Music Vietnam,Deca Lofi,    Tương Tư (Instrumental by Flepy )  
Decabroda Music Vietnam,Deca Lofi,    khánh. x vmt - tay đàn bị lãng quên  
Decabroda Music Vietnam,"SubRonz, Decabrothers - Planet X","    SubRonz, Decabrothers - Demon  "
Decabroda Music Vietnam,"SubRonz, Decabrothers - Planet X","    SubRonz, Decabrothers - Glimpse of the Future  "
Decabroda Music Vietnam,"SubRonz, Decabrothers - Planet X","    SubRonz, Decabrothers - Roll Phase  "
Rei,None,None
Kane,..,    Sinh Ra Đã Là Thứ Đối Lập Nhau Freak D Lofi Ver  Emcee L Da LAB ft Badbie  
Kane,..,    Răng Khôn  Phí Phương Anh ft RIN9 x Dino LoFi Version  
Kane,..,    TỪ NGÀY EM ĐẾN X THANH XUÂN - DALAB (MASHUP) - Michelle Ngn  
Kane,..,    'bao tiền Một Mớ Bình Yên -(Freak D Lofi Ver.) - 14 Casper & Bon  
Kane,.,    1 Phút - Andiez  
Kane,.,    LẠ LÙNG - Vũ. (Original)  
Kane,.,    ĐÔNG KIẾM EM / Vũ. (Original)  
Kane,.,    Bước qua mùa cô đơn - Vũ.  
Kane,.,    Phút Ban Đầu - Vũ. (Alternative)  
Hieu Tran Music Producer,Khúc Hát Đôi Bàn Tay - (ST. Nhạc Sỹ Phạm Tuyên) - Hiếu Trần,    Khúc hát đôi bàn tay - (ST. Nhạc Sỹ Phạm Tuyên) - Hiếu Trần ( Karaoke thiếu nhi)  
Hieu Tran Music Producer,Khúc Hát Đôi Bàn Tay - (ST. Nhạc Sỹ Phạm Tuyên) - Hiếu Trần,    Khúc hát đôi bàn tay - (ST. Nhạc Sỹ Phạm Tuyên) - Hiếu Trần ( Beat chuẩn)  
Hieu Tran Music Producer,Khúc Hát Đôi Bàn Tay - (ST. Nhạc Sỹ Phạm Tuyên) - Hiếu Trần,    Khúc hát đôi bàn tay - (ST. Nhạc Sỹ Phạm Tuyên) - Hiếu Trần  
Hieu Tran Music Producer,"Album nhạc xưa "" Hà Anh Tuấn ... biết tương tư"" - 2013",    Bao giờ biết tương tư - Hà Anh Tuấn  
Hieu Tran Music Producer,"Album nhạc xưa "" Hà Anh Tuấn ... biết tương tư"" - 2013",    Cỏ Úa - Hà Anh Tuấn & Phương Linh  
Hieu Tran Music Producer,"Album nhạc xưa "" Hà Anh Tuấn ... biết tương tư"" - 2013",    Comme Toi - Hà Anh Tuấn  
Hieu Tran Music Producer,"Album nhạc xưa "" Hà Anh Tuấn ... biết tương tư"" - 2013",    Kiếp đam mê - Hà Anh Tuấn  
Hieu Tran Music Producer,"Album nhạc xưa "" Hà Anh Tuấn ... biết tương tư"" - 2013",    Lại gần hôn anh - Hà Anh Tuấn  
Hieu Tran Music Producer,Phương Vy - Hiếu Trần Jazz Series,    Vui như Tết - Phương Vy Idol  
Hieu Tran Music Producer,Phương Vy - Hiếu Trần Jazz Series,    What A Wonderful World - Phương Vy Idol - Chào 2019  
Hieu Tran Music Producer,Phương Vy - Hiếu Trần Jazz Series,    Saigon đẹp lắm - Phương Vy Idol  
Hieu Tran Music Producer,Phương Vy - Hiếu Trần Acoustic Series,    Khi người yêu tôi khóc - Phương Vy Idol & Family  
Hieu Tran Music Producer,Phương Vy - Hiếu Trần Acoustic Series,    Đường xa ướt mưa - Phương Vy Idol & Sean Trace  
Hieu Tran Music Producer,Câu chuyện làm quen ( Single) - Quốc Thiên,    Câu chuyện làm quen - Quốc Thiên  
TÙA,'Chuyện tình trong lá thư tay' Live Session,    CTTLTT Live Session | Liệu anh có nghe | TÙA (Cover)  
TÙA,'Chuyện tình trong lá thư tay' Live Session,    CTTLTT Live Session | Đôi lời | TÙA x Nghiia (Cover)  
Dick - Bạn Có Tài Mà,None,None
D.Blue,None,None
Sunny,None,None
Hưởng Nguyễn Văn,Private,    Ending concert truyện ngắn HN.mp3  
Hưởng Nguyễn Văn,Private,    THÁNG MẤY ANH NHỚ EM - HÀ ANH TUẤN - LIVESTREAM THE VESTON CONCERT  
Hưởng Nguyễn Văn,Private,    TÔI VẪN ĐỢI EM NƠI HẸN CŨ(veston concert)  
Hưởng Nguyễn Văn,Private,    HÀN MẶC TỬ - Hà Anh Tuấn(Truyện Ngắn Hội An)  
Hưởng Nguyễn Văn,Private,    Thành Phố Buồn - Hà Anh Tuấn ft Đen Vâu  
Khoi Vu,Original Songs,    Em À  
Khoi Vu,Original Songs,    Berlin  
Khoi Vu,Original Songs,    Tim Toi?  
Khoi Vu,Original Songs,    THE WAY I CALL U (ft. PVT)  
Khoi Vu,Original Songs,    Chocolate (original)  
Khoi Vu,beatbox,    DRAKE BEATBOX MASHUP - ONE DANCE/WORK/I'M ON ONE (KRNFX)  
Khoi Vu,beatbox,    The Weeknd - Starboy (Beatbox Cover) Ft. Daft Punk - By KRNFX  
Khoi Vu,beatbox,    The Weeknd - The Hills (Beatbox Cover) by KRNFX  
Khoi Vu,future house,    Deep Chills - Blinded (feat. Emma Carn) [FREE DOWNLOAD]  
Khoi Vu,future house,    Scissors - Pump Up The Jam [Future House]  
Khoi Vu,future house,    Tom Budin & WHTKD - Bad Vibe  
Khoi Vu,future house,    Maiki Vanics - Vice  
Khoi Vu,future house,    Thomas Hayden - Genie (Free Download) [Dance & EDM]  
Khoi Vu,house,    Calvin Harris feat. Ellie Goulding - Outside (Hardwell Remix)(OUT NOW!)  
Khoi Vu,EDM,    You Don't Know Me  
Khoi Vu,EDM,    DIEN MAY XANH (BeeBB Remix)  
Khoi Vu,EDM,    Paris Blohm - Into Dust (feat. Elle Vee)  
Khoi Vu,EDM,    Don't Let Me Down (3LAU Remix)  
Khoi Vu,EDM,    Martin Garrix & Bebe Rexha - In The Name Of Love  
Khoi Vu,trap,    King  
Khoi Vu,trap,    Future - Trap Niggas  
Khoi Vu,nhạc nhẹ,    Hai người xa (Feat. Ngân Hà & Vũ.)  
Khoi Vu,nhạc nhẹ,    凛として時雨 - Unravel (piano Cover) [Tokyo Ghoul OP]  
Khoi Vu,rap,    Bad and Boujee (Feat. Lil Uzi Vert) [Prod. By Metro Boomin]  
Khoi Vu,rap,    Gucci Mane - Both (Ft. Drake)  
Khoi Vu,rap,"    Desiigner- ""Panda"" (Prod. By: Menace)  "
Khoi Vu,rap,    Remy Boyz - My Way RMX Ft. Drake  
Khoi Vu,rap,    Bitch! (prod. Ugly God)  
Khoi Vu,dubstep,    Virtual Riot - Energy Drink (FREE DOWNLOAD)  
Khoi Vu,dubstep,    Smoke Weed Every Day Dubstep Remix (BASS BOOSTED)  
Khoi Vu,dubstep,    Skrillex & Rick Ross - Purple Lamborghini  
Khoi Vu,dubstep,    Lost Woods Dubstep - Ephixa  
Khoi Vu,Eurovision,    Måns Zelmerlöw – Heroes - 2015 (Eurovision Song Contest Sweden)  
Khoi Vu,MIN ~S2~,    Tìm - MIN St319 ft Mr. A  
Khoi Vu,MIN ~S2~,    Y.Ê.U (EDM Ver.) - MIN from ST.319  
Khoi Vu,MIN ~S2~,    Y.Ê.U (Acoustic Ver.) - MIN from ST.319  
Khoi Vu,MIN ~S2~,    TÌM (LOST) (Acoustic Ver.) - MIN from ST.319  
Khoi Vu,MIN ~S2~,    Fall Down (Intro) - MIN from ST.319  
DeeYouSee,None,None
VUX,None,None
Cofm ♫,Lênnnnnnnnnn,    ASS UP HIGHT  - JET  
Cofm ♫,Lênnnnnnnnnn,    Took the night - Chicks  
Cofm ♫,Lênnnnnnnnnn,    (404 NF) 3 In 1 - XuHao Remix  
Cofm ♫,Lênnnnnnnnnn,    Litter Baby ( Nhom ) - Tom Hp Remix  
Cofm ♫,Lênnnnnnnnnn,    Hương Ly - Lạc Trôi - Đại Mèo Remix  
Cofm ♫,Related tracks,    Loving You Sunny - Kimmese Ft Đen ( Prod.by Touliver & JustaTee )  
Cofm ♫,Related tracks,    {DTT&TT} Phép Màu - Bray  
Cofm ♫,Related tracks,"    Sống Cho Hết Đời Thanh Xuân - Hiếu , Tuyết , Xám  "
Cofm ♫,Related tracks,    Uncrush - Rick  
Cofm ♫,Related tracks,    Chiều Nay Không Có Mưa Bay - Khói (Cover)  
Cofm ♫,SoundCloud Weekly,    Mặt Trời Của Em - Phương Ly feat. JustaTee (Rhymastic's 1900 Remix)  
Cofm ♫,SoundCloud Weekly,    Chạy (On my way) - Phùng Khánh Linh (320kbps)  
Cofm ♫,SoundCloud Weekly,    Đen - Ghé Thăm ft JGKiD X Kimmese X Linh Cáo(Weenx rmx)  
Cofm ♫,SoundCloud Weekly,    Kimmese ft JustaTee - Real Love ( Acoustic version ) Prod. by Touliver  
Cofm ♫,SoundCloud Weekly,    Yeu 4  
Cofm ♫,Tropical,    Yanbi ft T-Akay & DSmall - Biển (Original Mix)  
Cofm ♫,Tropical,    DREAM OF A LONELY MAN - SPACEBOYS  
Cofm ♫,Tropical,    Rhymastic - Yêu 3 (Prod by Micky Lr)  
Cofm ♫,Tropical,    Trai Tim Khong Ngu Yen ( ft Vu Thao My )  
Cofm ♫,Tropical,    [Tropical House] Soobin Hoàng Sơn - Phía Sau Một Cô Gái (Tieman ft Tùng Tít Remix)  
Cofm ♫,Progressive House,"    Vee Brondi, Pontifexx & Mark Aaron - Things You Make Me Feel (Max Miller Remix) [GLO009]  "
Cofm ♫,Progressive House,    Kids (LUTHR Remix)  
Cofm ♫,Progressive House,    Lingga Lazuardi - Visions  
Cofm ♫,Progressive House,"    Project 46 - Cold Hearts (RIGGO, ALLION, Brazilianjackers Remix)  "
Cofm ♫,Progressive House,"    Vicetone vs. Paris Blohm, Tritonal & Sterling Fox - United We Dance (Fuerte & Fedesse Private Edit)  "
Cofm ♫,dizz,"    IGNORE THEM HATER ( Touliver Remix ) - TOULIVER, ANDREE  "
Cofm ♫,dizz,"    Rồng Lộn - BDT ft ItsLee, DaVickie, Tricky & Jr  "
Cofm ♫,dizz,"    GVR - SpaceSpeakers- LadyKillah : GATO ( BInz ft Rhymastic, Bigdaddy)  "
Cofm ♫,dizz,    Hoang Mai Prider 2  
Cofm ♫,dizz,"    [Bản Đẹp]"" UnderGround ""- Binz , BigDaddy , Kabi  "
Cofm ♫,She Neva Knows Mixxxxxxxxxxxxxxx,    JustaTee - She Neva Knows (Midj Remix) - RnB Version  
Cofm ♫,She Neva Knows Mixxxxxxxxxxxxxxx,    She Neva Knows (Dubstep Mix)  
Cofm ♫,She Neva Knows Mixxxxxxxxxxxxxxx,    She Neva Knows (Beat - remix)  
Cofm ♫,She Neva Knows Mixxxxxxxxxxxxxxx,    She Neva Knows ( Make Beat Cover )  
Cofm ♫,She Neva Knows Mixxxxxxxxxxxxxxx,    She neva knows-AvangNam remix  
NH4T,Bản Nhạc Hay,    Hoa Liễu Úa Màu - HUY TK x NH4T / Official  
NH4T,Bản Nhạc Hay,    Hoa Liễu Úa Màu「LO-FI By NH4T」HUY TK  
NH4T,Bản Nhạc Hay,    Đời Là Cát Bụi Là Ta 「LO-FI By NH4T」- DIMZ  
NH4T,Bản Nhạc Hay,    Cô Đơn Dành Cho Ai Remix By NH4T  
BeeBB,"KỂ: TÔI, EM và CHÚNG TA",    Intro: KỂ  
BeeBB,"KỂ: TÔI, EM và CHÚNG TA",    TÔI  
BeeBB,"KỂ: TÔI, EM và CHÚNG TA",    EM  
BeeBB,"KỂ: TÔI, EM và CHÚNG TA",    CHÚNG TA  
BeeBB,"KỂ: TÔI, EM và CHÚNG TA",    TÔI (Instrumental Mix)  
BeeBB,Remixes,    TIA x fueled by Boba - In The Dark (BeeBB Remix)  
BeeBB,Remixes,    Hoàng Thùy Linh - Tứ Phủ (BeeBB Remix)  
BeeBB,Remixes,    Seven Lions - Only Now (BeeBB Remix)  
BeeBB,Remixes,    Bình Gold - Fuck Corona (BeeBB Remix)  
BeeBB,Remixes,    BigDaddy x Emily - MƯỢN RƯỢU TỎ TÌNH [BeeBB Official Remix]  
BeeBB,Original,    BeeBB - Trump In House  
BeeBB,Original,    BeeBB - Tinh Yeu Foi Fa  
BeeBB,Original,    BeeBB - In The Back  
BeeBB,Original,    BeeBB - Daxua VIP  
BeeBB,Original,    BeeBB - 3 Years  
Vu Ngan My,Lo-Fi Nhà Làm,    Lần Hẹn Hò Đầu Tiên + Phố Đã Lên Đèn - Huyền Tâm Môn | Lo-Fi nhà làm  
Vu Ngan My,Lo-Fi Nhà Làm,    3107 3 và 1 không 2 | W/n x Nâu x Duongg x Titie | Cover by Vũ Ngân Mỹ  
Vu Ngan My,Ka Vờ,    Đại Lộ Đông Tây - Uyên Linh | Vũ Ngân Mỹ cover  
Vu Ngan My,Ka Vờ,    Billie Eilish - Wish You Were Gay || Cover  
Vu Ngan My,Ka Vờ,    SG đau nhòng qué  
Vu Ngan My,Ka Vờ,    Lana Del Rey - Love || Cover (Zone FM 102.7mhz)  
Vu Ngan My,Ka Vờ,    Happy For You - Lukas Graham | Acapella cover  
Vu Ngan My,Chút chút,    Mademoiselle - Loanh Quanh  
Vu Ngan My,Chút chút,    Tôi và em  
Vu Ngan My,Chút chút,    CAU TRA LOI - TIEN TIEN x TRANG  
Vu Ngan My,Chút chút,    Gói chiếc buồn (original)- viết cùng Nguyệt Hạ  
Linh,None,None
Cloud 5,None,None
𝑪𝒂̀ 𝒑𝒉𝒆̂ 𝒔𝒖̛̃𝒂 (đá) ☕,Chillies Band,    Một Cái Tên - Chillies x Orange  
𝑪𝒂̀ 𝒑𝒉𝒆̂ 𝒔𝒖̛̃𝒂 (đá) ☕,Chillies Band,    Ms. May - Chillies ft. Magazine  
𝑪𝒂̀ 𝒑𝒉𝒆̂ 𝒔𝒖̛̃𝒂 (đá) ☕,Chillies Band,    Bao Nhiêu - Chillies  
𝑪𝒂̀ 𝒑𝒉𝒆̂ 𝒔𝒖̛̃𝒂 (đá) ☕,Chillies Band,    Mộng Du - Chillies  
Diệu Lê,None,None
VRT,None,None
Akira Phan,None,None
Jay Li,None,None
Marchino,None,None
CHARLES.,1 HOUR SONG REMAKE CHALLENGE - by CHARLES,    1 HOUR SONG REMAKE | COME THRU (Summer Walker) Lời VIỆT - CHARLES x ANTRANSAX  
CHARLES.,1 HOUR SONG REMAKE CHALLENGE - by CHARLES,    1 HOUR SONG REMAKE | IMAGINE DRAGONS 5 in 1 MASHUP - CHARLES.  
CHARLES.,1 HOUR SONG REMAKE CHALLENGE - by CHARLES,    1 HOUR SONG REMAKE | THÍCH EM HƠI NHIỀU REMAKE - WREN EVANS x CHARLES.  
CHARLES.,1 HOUR SONG REMAKE CHALLENGE - by CHARLES,    1 HOUR SONG REMAKE | MASCARA - CHILLES - THE WEEKND STYLE by CHARLES.  
CHARLES.,1 HOUR SONG REMAKE CHALLENGE - by CHARLES,    1 HOUR SONG REMAKE | AS LONG AS YOU LOVE ME - CHARLES.  
CHARLES.,Anh Quên Em Rồi (Single),    ANH QUÊN EM RÔI (Official Version)  
CHARLES.,Anh Quên Em Rồi (Single),    ANH QUÊN EM RÔI (Acoustic Ver)  
CHARLES.,Nhạc CHARLES viết,    1. PORTFOLIO (Sơ Yếu Lý Lịch) - Original  
CHARLES.,Nhạc CHARLES viết,    2. LIFE IS UNFAIR (Cuộc Sống Vốn Không Công Bằng)- Original  
CHARLES.,Nhạc CHARLES viết,    3. HOME IS (Nhà Là Nơi)  
CHARLES.,Nhạc CHARLES viết,    4. INSTANT LOVE (Tình Ăn Liền)  
CHARLES.,Nhạc CHARLES viết,    5. DEPRESSION (Trầm Cảm) - Original  
CHARLES.,Voiceless Sounds & Beats,    Walking In The Summer Rain (Short Story)  
CHARLES.,Voiceless Sounds & Beats,    Umbrella In The Summer Rain (Original/ Lofi Type Beat)  
CHARLES.,#when Old-School meets New-School,    NGƯỜI LẠ NƠI CUỐI CON ĐƯỜNG - Cover [ Chill /RnB Edition ]  
CHARLES.,#when Old-School meets New-School,    12 GIỜ  - Cover [ Chill /RnB Edition w Rap ]  
CHARLES.,#when Old-School meets New-School,    CHÍNH EM - Cover [ Chill /RnB Edition ]  
CHARLES.,#when Old-School meets New-School,    CHỈ CÒN MÌNH ANH - Cover [ Electro/ World Edition ]  
CHARLES.,#when Old-School meets New-School,    MƯA - Cover [ Future Bass Edition with Rap ]  
CHARLES.,CHARLES - Best Of Cover,    TÌNH HỒNG NHƯ MƠ - RnB Rework (Ft. Kim Chi Sun)  
CHARLES.,CHARLES - Best Of Cover,    VÙNG KÝ ỨC [Soft Piano Cover]  
CHARLES.,CHARLES - Best Of Cover,    NƯỚC MẮT EM LAU BẰNG TÌNH YÊU MỚI [RnB Cover]  
CHARLES.,CHARLES - Best Of Cover,    YÊU MỘT NGƯỜI PHẢI CHĂNG LẦM LỖI [Acoustic Guitar Cover]  
CHARLES.,CHARLES - Best Of Cover,    NGÀY TẬN THẾ [Acoustic Guitar Cover]  
CHARLES.,Project OST #1 - THE GREATEST SHOWMAN,    Project OST #1 - NEVER ENOUGH | Cover by CHARLES  
CHARLES.,Project OST #1 - THE GREATEST SHOWMAN,    Project OST #1 - A MILLION DREAMS | Cover by CHARLES  
CHARLES.,Project OST #1 - THE GREATEST SHOWMAN,    Project OST #1 - THIS IS ME | Cover by CHARLES  
Thanh Truc Vo,None,None
Mie,something,    the girl i haven't met  
Mie,something,    [SOLD OUT] Sài Gòn yên bình vì cóa iem.  
Mie,something,    Tai sao yeu don phuong phai khoc  
Mie,something,    Ly do nào để quay lại với nhau - newsoulz  
Mie,something,    cậu là mùa đông của tớ. (you are my winter)  
Kevinnnz,Paylak,    JustaTee - She Neva Knows (AKA Remix)  
Kevinnnz,Paylak,    ORANGE - OK ANH ĐÚNG [DUCKV MIX]  
Kevinnnz,Paylak,    CLME - Andree Right Hand x Hoang Ton x Tinle | FELIKS ALVIN OFFICIAL REMIX  
Kevinnnz,Paylak,    Massive Ditto & Vinyl S - What Else Feat. Caro (LINH KU Remix)  
Kevinnnz,Paylak,    Soobin - Tro Choi (Feliks Alvin Remix)  
Kevinnnz,Chill,    Yêu Người Như Anh - BRAY ft ĐẠT G x MASEW  
Kevinnnz,Chill,    Tình Yêu Khủng Long - FAY | Riown Remix |  
