User Name,Track Name,Post Time,Plays,Likes
DEON OXIVAR,On The Deck of A Spanish Sailing Ship (Songs for A New World),Posted 1 year ago,81 plays,4
DEON OXIVAR,NEWSIES MEDLEY!,Posted 1 year ago,52 plays,3
Linh,Mùa Hạ Năm Ấy,Posted 4 months ago,"147,329 plays","3,719"
Linh,Tôi Chỉ Muốn Là Người Duy Nhất Em Yêu,Posted 11 months ago,"145,000 plays","2,493"
Linh,Người Như Tôi,Posted 1 year ago,"2,297 plays",46
Linh,bầu trời hôm ấy của chúng ta (demo),Posted 1 year ago,"1,202 plays",31
Shaun,2 5 x Mơ - Táo x Vũ Cát Tường x Young H x Nah.,Posted 10 months ago,"63,748 plays",842
Shaun,CÔ GÁI TRÁI DỪA - CHÚ 6 × LENA.,Posted 1 year ago,"79,727 plays","1,092"
Shaun,Mascara - Chillies.,Posted 1 year ago,"9,180,064 plays",84.4K
Shaun,Thương Tình Khúc (Song Sung Blue) - Tùng Giang | Pre 1975.,Posted 1 year ago,970 plays,12
Shaun,Từ Đó - Phạm Đình Thái Ngân | OST Mắt Biếc  | Official Audio | Full Cover.,Posted 1 year ago,"62,807 plays",518
Shaun,Từ Đó - Phạm Đình Thái Ngân | OST Mắt Biếc  | Full Live Cover.,Posted 1 year ago,"152,333 plays","1,202"
Shaun,Từ Đó - Phạm Đình Thái Ngân | OST Mắt Biếc.,Posted 1 year ago,"35,861 plays",152
Phuc Nhan,Love08/ Lofi / DuongG x OD x Tinkerbell,Posted 2 months ago,"242,348 plays","2,136"
KProx,Câu Hứa Chưa Vẹn Tròn ( Lofi Ver. by KProx ),Posted 21 days ago,"67,701 plays","1,144"
KProx,yêu là cưới (Cha Cha Cha) KProx Remix,Posted 1 month ago,"2,817 plays",23
KProx,Đoạn Tuyệt Nàng Đi (Lofi Ver.),Posted 6 months ago,"227,675 plays","2,130"
KProx,TÌNH KA - DANHKA ( KProx Remix ),Posted 6 months ago,"120,932 plays",732
KProx,Windy Hill Piano Version - KProx Chill,Posted 6 months ago,595 plays,10
KProx,Duyên Nợ Xứ Người (KProx Remix),Posted 7 months ago,"1,033 plays",13
KProx,Đại Ca Ơi Có Điện Thoại ( IPhone Remix ),Posted 8 months ago,272 plays,14
KProx,Hồng Nhan (Lofi Ver.) - Jack x KProx,Posted 8 months ago,"27,080 plays",267
KProx,Sánh Duyên (Kprox Remix ),Posted 11 months ago,290 plays,6
huh,da tung buoc khap noi chan troi,Posted 8 months ago,111 plays,1
huh,can bao nhieu tien doi mot mo binh yen,Posted 8 months ago,"281,652 plays","1,664"
huh,“co em tan den nhung giay cuoi cung” - tlinh,Posted 8 months ago,130 plays,3
Trần Trọng Lương,Táo - Blue Tequila,Posted 1 year ago,"2,489,338 plays",31.1K
Trần Trọng Lương,RICHCHOI x HÀ LÊ | MASHUP Ở TRỌ BIỂN NHỚ,Posted 1 year ago,"3,719 plays",27
Trần Trọng Lương,LOCONATION - DROPPY x RICHCHOI x QUÂN x HATRED x CHỊ CẢ,Posted 1 year ago,"4,605 plays",39
HyDo,Xuân Không Màu - Miu Lê,Posted 11 days ago,285 plays,7
HyDo,Mong Manh Cánh Tàn - Hồng Duyên Cover,Posted 11 days ago,28 plays,7
HyDo,Gió Cuốn Em Đi (Lofi Ver.) - NB3 Hoài Bảo,Posted 1 month ago,"3,402 plays",50
HyDo,Người Lạ Thoáng Qua (Lofi Ver.) - Đinh Tùng Huy X Vux,Posted 1 month ago,"421,999 plays","5,274"
HyDo,Chúng Ta Vẫn Còn Yêu Nhau Mà Phải Không - Uyên Tố,Posted 2 months ago,465 plays,5
HyDo,Chưa Từng Thương Ai Đến Vậy (Lofi Ver) - Khang Việt X Freak D (NB3 Hoài Bảo Cover),Posted 2 months ago,"6,684 plays",73
HyDo,va the gioi da mat di mot nguoi co don ./ (Thinh Suy Youtube),Posted 2 months ago,"1,509 plays",21
HyDo,Anh Có Muốn Đưa Em Về Không TikTok,Posted 4 months ago,"13,021 plays",127
HyDo,Là Tự Em Đa Tình MixChill,Posted 4 months ago,"15,691 plays",134
HyDo,50 Cent - P.I.M.P 2019  (NethMG Remix - NguyễnMuzik),Posted 11 months ago,"1,601 plays",44
HyDo,Xuân Này Con Không Về (Trịnh Lâm Ngân) - Thiên An,Posted 1 year ago,32 plays,1
HyDo,Lửng Lơ - MASEW X BRAY Ft. RedT X Ý Tiên (TILO Remix),Posted 1 year ago,"10,341 plays",165
HyDo,Dolce Gabbana Ft Dont Ya - TiLo RW,Posted 1 year ago,"3,652 plays",56
HyDo,Pump It Up - Huy Anh Club Mix ( TILO ),Posted 1 year ago,614 plays,18
HyDo,Ass Up High Ft Bass Down Low - TiLo Ft Nhí Remix,Posted 1 year ago,"2,252 plays",22
HyDo,Đưa Anh Số Phone Ft Smack That - TiLo Ft Chivas Nhí Ft Dope B Remix,Posted 1 year ago,166 plays,3
HyDo,Cò Lả - Anh Khang,Posted 1 year ago,640 plays,13
F2 RECORDS,Squid Game - Pink Soldiers ( Hậu Nguyễn Remix ),Posted 4 days ago,"2,977 plays",80
F2 RECORDS,Sabai - Scared ( Hậu Nguyễn Remix ),Posted 11 days ago,125 plays,16
F2 RECORDS,Ed Sheeran - Bad Habits (Hậu Nguyễn Remix),Posted 2 months ago,"7,532 plays",87
F2 RECORDS,Permission To Dance - BTS (Hậu Nguyễn Remix),Posted 3 months ago,"182,585 plays","3,913"
F2 RECORDS,LOONA_ PTT_Paint The Town (Hậu Nguyễn Remix 3 Hours),Posted 3 months ago,"91,496 plays",823
F2 RECORDS,Olivia Rodrigo - Good 4 U (Hậu Nguyễn Remix),Posted 4 months ago,"83,301 plays","1,907"
F2 RECORDS,vaultboy - everything sucks (Version By F2 Records),Posted 4 months ago,"260,680 plays","3,321"
F2 RECORDS,3107-2 - DUONGG x NÂU x W/N (F2 Records Remix),Posted 4 months ago,"455,056 plays",967
F2 RECORDS,Butter - BTS (F2 Records Remix),Posted 4 months ago,"104,639 plays","1,352"
F2 RECORDS,Bella Poarch - Build a Bitch (F2 Records Remix),Posted 4 months ago,"105,154 plays","1,408"
F2 RECORDS,Justin Bieber - Hold On (Version By F2 Record),Posted 5 months ago,"23,298 plays",356
F2 RECORDS,Ice Cream - Blackpink (Version By F2 Records),Posted 5 months ago,"10,683 plays",171
F2 RECORDS,Film Out - BTS (Version By F2 Recods),Posted 5 months ago,"8,329 plays",80
PhuTs EDM,Lofi US - UK Acoustic Hot TikTok Mới Nhất Vol.3,Posted 6 months ago,"58,318 plays","1,340"
PhuTs EDM,Lofi US - UK Acoustic Hot TikTok Mới Nhất Vol.2,Posted 7 months ago,"25,494 plays",473
PhuTs EDM,Lofi US - UK Acoustic Hot TikTok Mới Nhất Vol.1,Posted 7 months ago,"23,947 plays",458
PhuTs EDM,Yeu Nhau Nhe Ban Than,Posted 1 year ago,"5,051,777 plays",26.6K
Mie,Falling for you - Nguyên cover,Posted 7 months ago,"20,434 plays",205
Mie,những yêu thương giờ này theo em - Sơn Tùng M-TP,Posted 1 year ago,"31,181 plays",306
Mie,anh ơi bao lâu mới đến ngày mai,Posted 1 year ago,"37,558 plays",361
Mie,là công chúa hay nàng tiên nữ ở trong tranh ?,Posted 1 year ago,"437,080 plays","2,516"
Mie,dung vi anh ma khoc,Posted 1 year ago,"1,217,666 plays","7,544"
Mie,Nếu anh không phiền thì làm ngiu em nhé :)),Posted 2 years ago,"165,885 plays","1,465"
Mie,dung khoc mot minh em oi,Posted 2 years ago,"8,767,216 plays",46.7K
Atfara Music,Ard Adz x Skore Beezy x Bellzey x Lily McKenzie - Grown   _ GRM Daily,Posted 5 months ago,"144,415 plays","1,617"
Atfara Music,Bad Bad Boy Chiller Crew ft Jordan McCann - Footsteps On My Shoes,Posted 5 months ago,"388,424 plays","4,690"
Atfara Music,Bogdan DLP ❌ BOB - Ma Suni Noaptea 📱,Posted 5 months ago,"3,712 plays",20
Atfara Music,Dabro - На часах ноль-ноль,Posted 5 months ago,"22,722 plays",334
Atfara Music,"EMIN - Отпусти и Лети (Премьера, 2021)",Posted 5 months ago,"143,748 plays","1,464"
Atfara Music,Eladio Carrion - Sauce Boy Freestyle 4,Posted 5 months ago,"20,237 plays",361
Atfara Music,Falke 912 - La Visión,Posted 5 months ago,"24,946 plays",259
Atfara Music,GeeYou - What You Need GRM Daily,Posted 5 months ago,"54,916 plays",500
sadgrl,gr house,Posted 11 months ago,339 plays,4
sadgrl,short dance green house,Posted 11 months ago,237 plays,1
sadgrl,ĐÂU CẦN MỘT BÀI CA TÌNH YÊU X MY EVERYTHING X CHẮC ANH ĐANG (MASHUP) - Michelle Ngn,Posted 2 years ago,"5,738 plays",70
sadgrl,BÔNG HOA CHẲNG THUỘC VỀ TA (MASHUP HIT ĐẦU 2019) - Michelle Ngn,Posted 2 years ago,"2,819 plays",21
sadgrl,XỨNG ĐÔI CƯỚI THÔI - LÊ THIỆN HIẾU  - Michelle Ngn Cover,Posted 2 years ago,"6,399 plays",38
sadgrl,Thịnh Suy - Một Đêm Say - ( TiLo Ft Chivas Nhí Ft Long Nhật ),Posted 2 years ago,581 plays,5
sadgrl,24h -LyLy ft. Magazine | Ngô Lan Hương Cover,Posted 2 years ago,"5,427 plays",44
sadgrl,THẮC MẮC (MĐX) - Thịnh Suy - Hannah Hoang Cover,Posted 2 years ago,"2,807 plays",22
sadgrl,Thật Tuyệt Vời Khi Ở Bên Em - Andiez - OST Thật Tuyệt Vời Khi Ở Bên Em,Posted 2 years ago,"4,123 plays",19
sadgrl,TỪ NGÀY EM ĐẾN X THANH XUÂN - DALAB (MASHUP) - Michelle Ngn,Posted 2 years ago,"4,732,921 plays",23K
sadgrl,TỪ NGÀY EM ĐẾN Da LAB Ft HAKETU Guitar Hannah Hoang,Posted 2 years ago,"1,681 plays",21
sadgrl,SƠN TÙNG M - TP - HÃY TRAO CHO ANH Ft. Snoop Dogg,Posted 2 years ago,381 plays,2
sadgrl,Hãy Trao Cho Anh - Sơn Tùng M-TP Ft. Snoop Dogg,Posted 2 years ago,522 plays,6
sadgrl,Hannah Hoang Cover - Tình Cũ Bao Giờ Cũng Tốt Hơn- Dương Hoàng Yến,Posted 2 years ago,"1,652 plays",11
sadgrl,Người Ấy Là AI - Shin Hồng Vịnh - Vân Anh Cover,Posted 2 years ago,"31,039 plays",176
sadgrl,Trời Hửng Nắng / 晴 (Thiếu Gia Ác Ma Đừng Hôn Tôi OST),Posted 2 years ago,384 plays,5
sadgrl,Vì Em Là Tia Nắng (Mối Tình Đầu Của Tôi OST),Posted 2 years ago,"2,710 plays",34
VUX,HẠNH PHÚC BỎ RƠI EM (lofi ver. by VUX) - HƯƠNG LY | NGÔ QUYỀN LINH COVER,Posted 1 month ago,"147,885 plays","1,417"
VUX,NGƯỜI LẠ THOÁNG QUA (VUX REMIX) - ĐINH TÙNG HUY,Posted 2 months ago,"315,598 plays","3,416"
VUX,EM HÁT AI NGHE (VUX REMIX) - ORANGE,Posted 2 months ago,"255,561 plays","2,346"
VUX,3107-3 (lofi ver. by VUX) - W/n x Nâu x Duongg x Titie,Posted 3 months ago,"4,486,272 plays",48.6K
VUX,SAI CÁCH YÊU (VUX REMIX) - LÊ BẢO BÌNH //demo,Posted 3 months ago,"308,686 plays","3,057"
VUX,SÀI GÒN HÔM NAY MƯA (lofi ver. by VUX) - JSOL & HOÀNG DUYÊN,Posted 5 months ago,"4,219,747 plays",40.5K
VUX,ANH CÓ MUỐN ĐƯA EM VỀ KHÔNG (VUX REMIX) - NGÔ LAN HƯƠNG,Posted 5 months ago,"29,908 plays",210
VUX,PHẢI CHĂNG EM ĐÃ YÊU (VUX REMIX) - JUKY SAN ft. REDT,Posted 8 months ago,"99,596 plays",806
VUX,TÌNH BẠN DIỆU KỲ (VUX REMIX) - Ricky Star x Lăng LD x Amee,Posted 8 months ago,"78,069 plays",599
VUX,BIGCITYBOI ( VUX REMIX ) - Touliver x Binz,Posted 1 year ago,"448,691 plays","3,982"
VUX,Hoa Nở Không Màu ( VUX REMIX ) - Hoài Lâm //demo,Posted 1 year ago,"9,169 plays",86
VUX,CỐ GIANG TÌNH ( VUX Remix ) - Phát Hồ x JokeS Bii ft DinhLong,Posted 1 year ago,"15,846 plays",135
VUX,CHÂN ÁI (VUX Remix) - Orange x Khói x Châu Đăng Khoa,Posted 1 year ago,"489,296 plays","4,065"
Atfara Music,Hiện Đại _ Khắc Việt _,Posted 5 months ago,"3,187 plays",13
Atfara Music,KALUSH - Додому (feat. Skofka),Posted 5 months ago,"395,200 plays","7,289"
Atfara Music,"Kiko El Crazy, Lary Over, Rodrigo Films — 'Taína'",Posted 5 months ago,229 plays,6
Atfara Music,King - Koo Koo (Explicit) ft.Jaz & Aesap | The Gorilla Bounce | Prod. by Dev | Latest Hit Songs 2021,Posted 5 months ago,"10,268 plays",153
Atfara Music,LA SANTA GRIFA // CABRONSON //,Posted 5 months ago,"10,040 plays",132
Atfara Music,LUNAY - EL NIÑO,Posted 5 months ago,"1,449 plays",16
boy in da hood,Back To Hometown - SOL7 [Thầy 7] (Rap Việt Mùa 2),Posted 2 days ago,"37,583 plays",848
boy in da hood,Cảm Nhận - OTD SEACHAINS (Rap Việt mùa 2),Posted 16 days ago,"148,623 plays","1,691"
boy in da hood,Muzikdapdich-MCK,Posted 2 months ago,"4,228 plays",38
boy in da hood,Muzikdapdich - Gill,Posted 2 months ago,"2,180 plays",15
ZRecords,Em Hát Ai Nghe - Orange (Mix),Posted 2 months ago,"176,342 plays",600
ZRecords,Hạnh Phúc Mới - SƠN TÙNG MTP (Remake ),Posted 2 months ago,"28,782 plays",206
ZRecords,3107 - 3 | W N X Nâu X Duongg X Titie ( Lofi Ver.),Posted 2 months ago,"7,531 plays",31
ZRecords,Yêu Sắc Yếu l Osad  (mix).mp3,Posted 5 months ago,"2,004 plays",15
ZRecords,Cô Độc Vương  Hải Lai A Mộ x Thiên Tú (Mix),Posted 6 months ago,792 plays,15
ZRecords,She Neva Knows - Justatee ( Lofi Ver ),Posted 7 months ago,"2,118,139 plays","9,339"
ZRecords,MRTT.mp3,Posted 7 months ago,120 plays,6
ZRecords,Tình Bạn Diệu Kì (Mix).mp3,Posted 8 months ago,"4,055 plays",35
ZRecords,2 A.M - JustaTee x BigDaddy (Lo-fi).mp3,Posted 8 months ago,"2,900 plays",53
ZRecords,Nhớ Người Hay Nhớ |  Sofia X Khói X Châu Đăng Khoa ( Remix ),Posted 8 months ago,"616,984 plays","4,679"
Sa.Wan,Nguoi la thoang qua,Posted 21 days ago,"56,236 plays",488
Sa.Wan,Dau con day,Posted 1 month ago,"104,761 plays",746
Sa.Wan,The luong,Posted 2 months ago,"138,546 plays",971
Sa.Wan,Co don danh cho ai,Posted 3 months ago,"501,928 plays","2,960"
Sa.Wan,Linh cam tim em,Posted 10 months ago,"6,159 plays",42
Thanh Truc Vo,NOI DAU XOT XA - Hương Ly cover,Posted 18 days ago,"16,694 plays",181
Thanh Truc Vo,DAU BOI VI AI /lofi/ - Nhật Phong,Posted 1 month ago,"63,818 plays",339
ZRecords,Ái Nộ - Masew x Khoi Vu (Nhạc gây nghiện tiktok),Posted 10 months ago,"607,595 plays","3,602"
ZRecords,Điêu Toa - Pháo x Masew ( Mix Instrument),Posted 10 months ago,"1,108 plays",13
ZRecords,Anh Đâu Đấy (Lofi Ver.).mp3,Posted 11 months ago,"1,621 plays",18
ZRecords,Chẳng Thể Tìm Được Em - PhucXp (Lofi Vietnam) _ Audio Official.mp3,Posted 11 months ago,"5,639 plays",33
ZRecords,Ông trời làm tội anh chưa - MINH HANH x RASTZ x QNT ft. TUẤN CRY (lofi) _ Lofi VietNam.mp3,Posted 11 months ago,"4,106 plays",35
ZRecords,Beat rap love .mp3,Posted 11 months ago,234 plays,12
ZRecords,Beat 3.mp3,Posted 11 months ago,51 plays,4
ZRecords,Mượn Rượu Tỏ Tình - BigDaddy x Emily (Mix).mp3,Posted 11 months ago,168 plays,6
ZRecords,Summer Day .mp3,Posted 11 months ago,42 plays,3
ZRecords,LilWuyn x 16 Typh - Don't Waste My Time (Remix).mp3,Posted 11 months ago,"2,344 plays",18
ZRecords,beat2.mp3,Posted 11 months ago,34 plays,3
ZRecords,Anh Phải Sống Thế Nào (Lofi Ver.),Posted 1 year ago,"7,525 plays",43
teeayz,MUZIKDAPDICH,Posted 2 months ago,740 plays,14
teeayz,FLAMIGO,Posted 11 months ago,"2,816 plays",64
teeayz,crush on you,Posted 1 year ago,"1,434 plays",21
teeayz,cyan stroke 2,Posted 1 year ago,"1,500 plays",38
teeayz,"Phát Điên feat. Nger (MCK), Trung Trần",Posted 2 years ago,"4,877,208 plays",29.6K
teeayz,EMKOTHE,Posted 2 years ago,"12,792 plays",204
teeayz,Aroma (feat. lyn.n),Posted 3 years ago,"18,864 plays",284
teeayz,New Rules (teeayz Remix),Posted 3 years ago,"3,690 plays",60
teeayz,empty,Posted 3 years ago,"2,645 plays",37
teeayz,cyan stroke,Posted 4 years ago,"1,476 plays",28
teeayz,morning,Posted 4 years ago,"5,353 plays",98
Thanh Truc Vo,TUP LEU VANG /lofi/ - Nguyễn Đình Vũ,Posted 1 month ago,"93,207 plays",565
Thanh Truc Vo,TUP LEU VANG - Dung Hoang Pham,Posted 1 month ago,"14,088 plays",151
Thanh Truc Vo,TINH THUONG PHU THE /lofi/,Posted 1 month ago,"208,976 plays","1,435"
Thanh Truc Vo,Mr. Siro - SONG CO KHUC NGUOI CO LUC.,Posted 2 months ago,"33,909 plays",260
Thanh Truc Vo,EM NAO CO TOI - Thương Võ.,Posted 2 months ago,"49,930 plays",591
Thanh Truc Vo,EM HUA THE NAO - Như Việt,Posted 2 months ago,"354,760 plays","2,524"
Thanh Truc Vo,SAI CACH YEU /lofi/ - Lê Bảo Bình.,Posted 2 months ago,"15,737 plays",124
Thanh Truc Vo,TINH DAU - Hương Ly.,Posted 2 months ago,"82,534 plays",743
Thanh Truc Vo,HEN KIEP SAU - Khả Hiệp.,Posted 3 months ago,"26,260 plays",167
Thanh Truc Vo,QUEN MOT NGUOI TUNG YEU - Tú Na,Posted 4 months ago,"428,247 plays","3,329"
Thanh Truc Vo,ANH THE DAY - Hương Ly,Posted 4 months ago,"60,337 plays",460
ZRecords,Như Anh Mơ - PC (Remix),Posted 1 year ago,499 plays,7
ZRecords,MISSING YOU - PHƯƠNG LY X TINLE,Posted 1 year ago,"5,534 plays",27
ZRecords,Liệu Giờ - 2T x Văn,Posted 1 year ago,353 plays,9
ZRecords,Cô Ấy Ốm Rồi,Posted 1 year ago,80 plays,2
ZRecords,BMAGER - Khoi Vu ( mix),Posted 1 year ago,"328,213 plays",781
ZRecords,HƯNG CACAO X VRT - THE MUSE,Posted 1 year ago,"1,565 plays",15
ZRecords,Haohinh & Judian - Nơi Chỉ Còn Ta (Official Lyric),Posted 1 year ago,"7,335 plays",88
ZRecords,Tát Nước Đầu Đình - Lynk Lee ft.Binz,Posted 1 year ago,172 plays,2
ZRecords,"Crush 2 - Wn ft.Tez, Tien ( Remix)",Posted 1 year ago,436 plays,6
ZRecords,24h - LyLy (Thuan Mix,Posted 1 year ago,106 plays,1
ZRecords,Lê Thiện Hiếu - Xứng Đôi Cưới Thôi (AnSMOKE Ft. MilkyD Remix),Posted 1 year ago,222 plays,3
ZRecords,Xe Đạp (Daeron & Whisky Remix)   - Charles Huynh Cover,Posted 1 year ago,969 plays,15
ZRecords,HomeTown - Kiper T,Posted 1 year ago,29 plays,Like
ZRecords,Chillies X BLAZE - Mascara (Kiper T Remix),Posted 1 year ago,332 plays,2
ZRecords,Ta Đi Tìm Em (Kiper T Remix),Posted 1 year ago,104 plays,3
ZRecords,Nguyễn Trọng Tài Ft. MC 12 - Hongkong 12,Posted 1 year ago,51 plays,1
ZRecords,Kiper T - I'm Late,Posted 1 year ago,143 plays,1
ZRecords,Kiper T - Chỉ Là Một Lý Do Của Nhau,Posted 1 year ago,86 plays,1
ZRecords,"Wn, Tezdy, Nhi - Lenlala (Double D Remix)",Posted 1 year ago,539 plays,2
ZRecords,NƠI - EM - LÀ - BÌNH - YÊN - TÓC - TIÊN - X-BINZ - X-TOULIVER - X-RHYMASTIC - Remix,Posted 1 year ago,746 plays,2
ZRecords,GÁC LẠI ÂU LO - Da LAB Ft. Miu Lê,Posted 1 year ago,260 plays,4
ZRecords,ÔNG TRỜI LÀM TỘI ANH CHƯA,Posted 1 year ago,542 plays,5
ZRecords,Kiper T - Chỉ Là Một Lý Do Của Nhau,Posted 1 year ago,82 plays,1
ZRecords,Kiper T - I'm Late,Posted 1 year ago,24 plays,Like
ZRecords,"Wn, Tezdy, Nhi - Lenlala (Double D Remix)",Posted 1 year ago,75 plays,2
ZRecords,"Duongg, Nâu - 3107 (Whisky & Mr. Paa Remix)",Posted 1 year ago,"103,512 plays",212
ZRecords,SIMPLE LUV (PROCER REMIX) - OBITO x SEACHAINS x DAVIS x LENA _ OLAY Cover,Posted 1 year ago,9 plays,5
Hiderway,Daydreamin'(ft. trancongthien),Posted 1 day ago,17 plays,7
Hiderway,Lạc Vào Trong Cơn Mơ - Rhymastic (Hiderway Remix),Posted 12 days ago,"54,685 plays",685
Hiderway,"không phải tại nó - Rhymastic, Mai Ngô (Hiderway Lofi Edit)",Posted 14 days ago,"202,822 plays","2,295"
Hiderway,Chị ong nâu nấu nầu nâu (thất tình version/Hwang Cho) - Lofi Mix By Hiderway,Posted 4 months ago,"47,248 plays",389
Hiderway,Còn Gì Nữa Đâu Mà Khóc Với Sầu - Hiderway (Trap Remix),Posted 4 months ago,"2,061 plays",22
Hiderway,Có phải chúng ta đã lớn quá nhanh - Hiderway Lofi Mix,Posted 5 months ago,"1,172 plays",24
Hiderway,Talking to the moon - Bruno Mars (Hiderway Lofi Remix),Posted 5 months ago,"19,603 plays",236
Hiderway,I used to hear a simple song...Cody fry - I Hear a Symphony (Hiderway Mix),Posted 6 months ago,"53,533 plays","1,323"
Hiderway,when i'm away from you i'm happier than ever - Billie Eilish (Hiderway Mix),Posted 6 months ago,"215,198 plays","4,002"
Hiderway,Sài Gòn Đau Lòng Quá - Hứa Kim Tuyền x Hoàng Duyên (Hiderway Lofi Mix),Posted 7 months ago,"39,896 plays",225
Hiderway,Binz x Đen - Cho Mình Em (Hiderway Lofi Mix),Posted 7 months ago,"79,193 plays",534
Hiderway,Hiderway - Good Bye Good Night (Official Audio),Posted 7 months ago,543 plays,6
Hiderway,Porter Robinson - Goodbye To A World (Hiderway Lofi Remix),Posted 7 months ago,"12,965 plays",238
Hiderway,Anh ngẩn ngơ cứ ngỡ đó chỉ là giấc mơ...,Posted 1 year ago,"6,246 plays",65
Hiderway,Từ khi quen em anh đã mơ (lofi version) - Daydream/Soobin/Thaoboy(Hiderway Remix),Posted 1 year ago,"236,187 plays","1,921"
Hiderway,Hiderway - I Miss You (Official Audio),Posted 1 year ago,"2,331 plays",57
Hiderway,Lời Yêu Ngây Dại - Kha (Hiderway Remix),Posted 2 years ago,"55,200 plays",386
Hiderway,Hiderway x TRUNG - Because Of You,Posted 2 years ago,"3,209 plays",83
Hiderway,Nightmare - Halsey (Hiderway Remix),Posted 2 years ago,"377,037 plays","6,129"
Hiderway,If I Can't Have You - Shawn Mendes (Hiderway Remix) [Buy = FREE DOWNLOAD],Posted 2 years ago,"192,593 plays","1,668"
Hiderway,ME! - Taylor Swift (feat. Brendon Urie) (Hiderway Remix)[BUY = FREE DOWNLOAD],Posted 2 years ago,"548,378 plays","8,022"
Hiderway,Face Time (feat. Resting Tofu),Posted 2 years ago,"4,597 plays",85
Hiderway,"Skylar Grey - Coming Home, Pt. II (Hiderway Remix)",Posted 3 years ago,"13,304 plays",249
Hiderway,Du Anh Co Biet (feat. Huy Vac),Posted 3 years ago,"3,469 plays",39
Hiderway,Ưu Tư,Posted 3 years ago,"3,088 plays",35
Hiderway,Cưới Anh Nha (feat. DangNg),Posted 3 years ago,"1,259 plays",17
Hiderway,Girls Like You - Maroon 5 ft. Cardi B (Hiderway Remix),Posted 3 years ago,"20,648,775 plays",329K
Hiderway,Fake Love 방탄소년단 - BTS (Hiderway Remix) | Official Audio,Posted 3 years ago,"2,877 plays",43
CHARLES.,Tia Nắng Hoàng Hôn,Posted 21 days ago,"1,931 plays",87
CHARLES.,Beautiful,Posted 21 days ago,"2,035 plays",57
CHARLES.,2:17am,Posted 21 days ago,"2,417 plays",84
CHARLES.,Chỉ Là Dĩ Vãng (Just Memories),Posted 21 days ago,705 plays,28
CHARLES.,Chỉ Mình Anh Lẻ Loi,Posted 21 days ago,"1,283 plays",38
CHARLES.,Just Memories (English Version),Posted 21 days ago,844 plays,21
CHARLES.,Imagine Dragons - Wrecked [ Healing Lofi Version ],Posted 3 months ago,"13,567 plays",274
CHARLES.,1 HOUR SONG REMAKE | COME THRU (Summer Walker) Lời VIỆT - CHARLES x ANTRANSAX,Posted 3 months ago,"1,907 plays",34
CHARLES.,1 HOUR SONG REMAKE | IMAGINE DRAGONS 5 in 1 MASHUP - CHARLES.,Posted 3 months ago,"1,457 plays",17
CHARLES.,1 HOUR SONG REMAKE | THÍCH EM HƠI NHIỀU REMAKE - WREN EVANS x CHARLES.,Posted 4 months ago,"199,880 plays","1,006"
CHARLES.,1 HOUR SONG REMAKE | MASCARA - CHILLES - THE WEEKND STYLE by CHARLES.,Posted 4 months ago,"1,896 plays",18
CHARLES.,1 HOUR SONG REMAKE | AS LONG AS YOU LOVE ME - CHARLES.,Posted 4 months ago,"2,312 plays",34
CHARLES.,TÌNH HỒNG NHƯ MƠ - RnB Rework (Ft. Kim Chi Sun),Posted 7 months ago,"172,483 plays","1,728"
CHARLES.,TẾT IT UP (Single),Posted 8 months ago,"10,393 plays",97
CHARLES.,CHARLES. | BƯỚC CHÂN THEO ÁNH MẶT TRỜI [ EP PREVIEW ],Posted 11 months ago,"1,702 plays",38
CHARLES.,VÙNG KÝ ỨC [Soft Piano Cover],Posted 1 year ago,"1,537,644 plays","8,772"
CHARLES.,Justin Bieber | HOLY - Acoustic Cover by CHARLES,Posted 1 year ago,"36,316 plays",456
CHARLES.,PHYSICAL [Acoustic Guitar Cover],Posted 1 year ago,"26,105 plays",216
CHARLES.,CHARLES | RADIO #1 - MÀU THẬT (True K),Posted 1 year ago,"9,951 plays",189
CHARLES.,NƯỚC MẮT EM LAU BẰNG TÌNH YÊU MỚI [RnB Cover],Posted 1 year ago,"615,463 plays","3,454"
CHARLES.,IT'S BEEN A LONG TIME (Single),Posted 1 year ago,"523,614 plays","3,240"
CHARLES.,YÊU MỘT NGƯỜI PHẢI CHĂNG LẦM LỖI [Acoustic Guitar Cover],Posted 1 year ago,"149,244 plays","1,606"
CHARLES.,ĐAU ĐẦU [Chillin' Vibe Cover],Posted 1 year ago,"63,366 plays",620
CHARLES.,NGÀY TẬN THẾ [Acoustic Guitar Cover],Posted 1 year ago,"268,261 plays","3,057"
CHARLES.,JUST GO - English Version (Original),Posted 1 year ago,"18,879 plays",245
CHARLES.,LẦN CUỐI [ Acousic Lofi Cover ],Posted 1 year ago,"759,880 plays","5,764"
CHARLES.,HẸN NHAU GẶP LẠI NGÀY SAU [Acoustic Version],Posted 1 year ago,"41,787 plays",607
CHARLES.,TƯỞNG CHIA TAY SẼ VUI? (Single),Posted 2 years ago,"38,885 plays",516
CHARLES.,NẮNG ĐÃ LÀM MÁ EM THÊM HỒNG [ Acoustic Piano Ver ],Posted 2 years ago,"7,897,463 plays",43.7K
CHARLES.,ANH QUÊN EM RÔI (Acoustic Ver),Posted 2 years ago,"47,417 plays",542
CHARLES.,ANH QUÊN EM RÔI (Official Version),Posted 2 years ago,"28,297 plays",362
CHARLES.,EVERYDAY IS MY BIRTHDAY (Single),Posted 2 years ago,"23,142 plays",272
